subject_number,trial_number,f,psd_mean,fitted,detrended,Delta,Theta,Alpha,Beta,ADR
sub-01,10,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[1.9025353  1.20944718 0.90403969 0.65203489 0.72080271 0.58636679
 0.33334456 0.285751   0.24932196 0.25636485 0.26724271 0.32117149
 0.43755875 0.26994951 0.25006609 0.3316581  0.30879367 0.26513755
 0.31548099 0.26870134 0.22728355 0.29777517 0.34694196]","[2.32545693 0.75029632 0.51460538 0.42618197 0.3805989  0.35295215
 0.33444273 0.32120049 0.31126455 0.30353755 0.29735836 0.29230523
 0.28809663 0.28453752 0.28148855 0.27884751 0.27653776 0.27450073
 0.27269083 0.27107214 0.26961588 0.26829881 0.26710188]","[0.81813397 1.61195936 1.75676301 1.52994479 1.89386441 1.66132093
 0.99671643 0.88963437 0.80099697 0.84459022 0.8987227  1.09875386
 1.51879164 0.9487308  0.88837038 1.1893888  1.11664195 0.96589016
 1.15691821 0.99125399 0.84299022 1.10986393 1.29891249]",1.2150466644710496,1.7567630079508483,1.7775926703300793,0.9872563751090718,1.4629830460906
sub-01,11,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[1.73023097 0.98931784 0.70534866 0.5978544  0.54500594 0.4329908
 0.27953768 0.20787079 0.1529546  0.13602317 0.12772251 0.1216282
 0.10724701 0.0746801  0.06871243 0.06485018 0.06157515 0.05163448
 0.05558764 0.06484283 0.0537901  0.04389338 0.0488064 ]","[2.5433357  0.49892634 0.28989942 0.22097992 0.18776562 0.16844505
 0.15587415 0.14706556 0.14056005 0.13556346 0.13160773 0.12839962
 0.12574621 0.12351555 0.12161435 0.11997481 0.11854653 0.11729123
 0.11617934 0.11518765 0.1142977  0.11349463 0.11276631]","[0.68029988 1.98289359 2.43308059 2.70546939 2.90258638 2.57051655
 1.79335488 1.41345656 1.08817976 1.00339111 0.97047879 0.94726295
 0.8528846  0.60462102 0.56500266 0.54053161 0.51941751 0.44022454
 0.47846409 0.56293214 0.47061401 0.38674415 0.43281008]",1.3315967321024593,2.4330805886983162,2.73655146303039,1.0265147027357582,2.055090251467985
sub-01,12,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[11.86955325  6.59171107  1.91993664  0.76584997  0.55750985  0.41712846
  0.29258166  0.21125678  0.18221878  0.17602602  0.19581284  0.17109936
  0.17198534  0.14601238  0.14027899  0.14702881  0.14115996  0.13322683
  0.1423654   0.13966708  0.1422821   0.17407832  0.18254867]","[22.40525263  1.6425461   0.68744845  0.44473512  0.34246658  0.28771514
  0.25405227  0.23141599  0.21521386  0.20307279  0.19365041  0.18613327
  0.18000098  0.17490579  0.17060677  0.16693189  0.16375515  0.16098216
  0.1585409   0.15637543  0.15444169  0.15270451  0.15113545]","[0.52976654 4.01310568 2.79284451 1.72203618 1.62792484 1.44979669
 1.15165929 0.91288759 0.84668701 0.86681245 1.01116663 0.91923039
 0.9554689  0.83480586 0.82223578 0.88077122 0.86201844 0.82758753
 0.89797269 0.89315233 0.92126743 1.13996847 1.2078481 ]",2.2714361116155306,2.7928445127030668,1.5388607629638664,0.9245504335868302,0.6774836215267226
sub-01,13,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[9.8662411  6.33249616 3.00086011 1.07263196 0.56233803 0.52540202
 0.28741775 0.2212165  0.17021379 0.17317661 0.18882333 0.16185792
 0.15795051 0.1336614  0.11666657 0.10362271 0.09582945 0.07743179
 0.0807443  0.08695302 0.07995851 0.08210097 0.08098453]","[19.31469522  1.49191087  0.63537172  0.41463923  0.32096368  0.27059071
  0.23952652  0.21859194  0.20358287  0.19232108  0.18357185  0.17658564
  0.17088232  0.16614059  0.16213766  0.15871429  0.15575374  0.15316854
  0.15089185  0.14887178  0.14706742  0.14544607  0.14398132]","[0.51081526 4.24455394 4.72299915 2.5869042  1.75203012 1.94168534
 1.19994125 1.01200669 0.83609093 0.90045566 1.02860726 0.91659729
 0.92432332 0.8045078  0.71955259 0.65288836 0.61526261 0.50553327
 0.53511372 0.58407992 0.54368612 0.56447709 0.56246555]",2.377684602426722,4.722999150321472,1.846857727214997,0.926898088370306,0.7767463040850959
sub-01,14,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[2.67307801 1.72804901 0.81523437 0.50063885 0.46804356 0.43997914
 0.26676155 0.20266772 0.16466487 0.13739416 0.13554488 0.14651609
 0.14747788 0.11561401 0.09441078 0.08029179 0.06691153 0.06648159
 0.06012885 0.06086252 0.0600141  0.05837849 0.05688016]","[4.21576448 0.68566491 0.37427468 0.27652202 0.2305968  0.20430029
 0.18737376 0.1756057  0.16696617 0.1603616  0.15515266 0.15094135
 0.14746735 0.14455334 0.14207449 0.13994038 0.13808399 0.13645454
 0.13501292 0.13372849 0.13257692 0.13153864 0.13059776]","[0.63406721 2.52025295 2.17817129 1.81048461 2.02970538 2.15359043
 1.42368679 1.15410673 0.98621694 0.85677715 0.87362267 0.97068225
 1.00007141 0.79980171 0.66451606 0.57375713 0.48457124 0.48720684
 0.44535622 0.45512006 0.45267385 0.44381249 0.43553707]",1.577160075909533,2.178171290649108,2.091647904248055,0.969942414552559,1.326211547069388
sub-01,15,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[2.94295462 1.36051379 0.68267541 0.64014187 0.57271672 0.40449432
 0.22892568 0.16433745 0.14125671 0.11931524 0.10816804 0.11568323
 0.13867439 0.10146858 0.07973957 0.08281163 0.06473031 0.05720008
 0.05658861 0.05223117 0.05147597 0.05531285 0.05601268]","[4.31828509 0.62961238 0.33138072 0.24041094 0.19830352 0.17441395
 0.15913304 0.14855755 0.1408205  0.13492201 0.13028022 0.12653428
 0.1234489  0.12086423 0.118668   0.11677906 0.11513733 0.1136974
 0.11242432 0.11129073 0.11027496 0.10935958 0.10853044]","[0.68151003 2.16087523 2.06009391 2.66269856 2.88808145 2.31916266
 1.43858041 1.10622082 1.00309764 0.88432747 0.83027215 0.91424415
 1.12333438 0.83952528 0.67195511 0.70913085 0.56220089 0.50309045
 0.50334847 0.46932183 0.46679652 0.50578877 0.5161011 ]",1.4211926344172698,2.0600939091155883,2.6036220512510884,0.9790619364578804,1.8319979911228916
sub-01,16,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[12.94515078  7.66977943  2.08217941  1.02744231  0.49990402  0.38636045
  0.36481947  0.23506897  0.2030054   0.18481225  0.16403989  0.14865955
  0.12033316  0.11523111  0.13994354  0.13579071  0.11144964  0.09217165
  0.08810393  0.07302735  0.06222802  0.08636956  0.11314617]","[26.43350578  1.72485263  0.69441283  0.44060621  0.33535928  0.27956544
  0.24549109  0.22268959  0.20642964  0.19428075  0.18487449  0.17738478
  0.17128482  0.16622352  0.16195819  0.15831591  0.15517022  0.15242656
  0.15001285  0.14787321  0.14596365  0.1442491   0.14270123]","[0.48972508 4.44662883 2.99847484 2.33188344 1.49065209 1.38200363
 1.48608031 1.0555903  0.98341205 0.95126383 0.88730409 0.83806258
 0.70253256 0.6932299  0.86407197 0.85771991 0.71824115 0.60469548
 0.58730919 0.49385112 0.42632542 0.59875286 0.79288854]",2.468176956989473,2.9984748435179864,1.4363278570207,0.9401719544966683,0.5819387677829398
sub-01,17,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[26.89919551 11.19416714  3.65188041  1.6021626   0.84482193  0.58294471
  0.41640462  0.29813047  0.22434295  0.23607801  0.24291805  0.18937568
  0.17218554  0.15152192  0.13101821  0.13309131  0.13514183  0.11190675
  0.09593999  0.08636894  0.09032741  0.09575797  0.11427997]","[53.3741389   2.6520138   0.97496886  0.59115073  0.43784734  0.35843112
  0.31068632  0.27909975  0.25676985  0.24019928  0.22744011  0.21732675
  0.20912136  0.20233518  0.19663222  0.19177415  0.18758739  0.18394261
  0.18074157  0.17790829  0.17538314  0.17311865  0.17107663]","[0.50397432 4.22100637 3.745638   2.71024381 1.92948968 1.62637862
 1.34027342 1.06818607 0.87371218 0.9828423  1.06805281 0.87138687
 0.82337616 0.7488659  0.66631096 0.69400027 0.72042069 0.6083786
 0.53081307 0.4854689  0.51502904 0.55313491 0.66800456]",2.3624903488265625,3.7456380007985235,1.7779341484696816,0.9381118520036872,0.752567793283377
sub-01,18,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[11.81515918  4.98105988  1.65549545  0.77483607  0.48535991  0.3867676
  0.28743277  0.22262103  0.17191274  0.17263001  0.18508997  0.13138839
  0.10891852  0.11438716  0.09536249  0.08066681  0.07701947  0.0623299
  0.05682516  0.05517198  0.06135135  0.06506256  0.06260907]","[21.41761021  1.46138566  0.59716744  0.3817348   0.29185097  0.24402111
  0.21473523  0.19510132  0.18108028  0.17059249  0.16246499  0.15598866
  0.15071075  0.1463292   0.14263502  0.1394792   0.13675269  0.1343739
  0.1322806   0.13042453  0.12876768  0.12727973  0.12593618]","[0.55165628 3.40844994 2.77224668 2.02977582 1.66304024 1.584976
 1.33854504 1.14105341 0.94937306 1.01194379 1.13926065 0.84229451
 0.72269904 0.7817111  0.668577   0.57834292 0.56320263 0.46385421
 0.42958042 0.42301843 0.47644991 0.51117769 0.49714921]",1.9800531118652065,2.7722466773864127,1.624008121173836,0.9550508446721836,0.8201841210431084
sub-01,19,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[14.79255466  4.43325962  1.08163577  0.51968205  0.42286984  0.30260993
  0.24446408  0.17849994  0.16010148  0.14008745  0.11126125  0.11707415
  0.11232914  0.08853488  0.08156703  0.09552645  0.08145378  0.0744079
  0.07393348  0.0711978   0.06163888  0.06163481  0.06936834]","[25.65575883  1.42546378  0.54393453  0.33600199  0.25166277  0.20755685
  0.18086906  0.16313032  0.1505453   0.14118002  0.13395252  0.12821307
  0.12354911  0.1196867   0.11643709  0.11366613  0.11127599  0.10919364
  0.10736354  0.1057427   0.10429731  0.10300047  0.10183049]","[0.57657833 3.11004719 1.98854038 1.54666361 1.6803035  1.45796166
 1.35160809 1.09421687 1.06347707 0.99226114 0.83060209 0.91312183
 0.90918618 0.73972199 0.70052444 0.84041258 0.73199779 0.68143065
 0.68862741 0.67331178 0.59099202 0.59839346 0.68121387]",1.8433127619576681,1.9885403829079067,1.569132580356146,0.9549688575473918,0.8512568310380858
sub-01,20,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[21.65324276 10.74580753  4.0396568   1.49021743  0.82348558  0.54809719
  0.38070775  0.32356721  0.1892608   0.17071463  0.18196495  0.22906532
  0.1838729   0.15692227  0.1560572   0.12248375  0.1067638   0.10505246
  0.11202467  0.14025509  0.12784493  0.12907634  0.12503149]","[43.63184755  2.38317954  0.90422077  0.55697197  0.41645555  0.34307747
  0.29872128  0.26925987  0.24836941  0.23283019  0.2208422   0.21132509
  0.20359321  0.19719143  0.19180628  0.18721506  0.18325533  0.17980593
  0.1767747   0.17409031  0.17169672  0.1695493   0.16761207]","[0.49627151 4.5090214  4.46755584 2.67556989 1.97736727 1.59759016
 1.27445811 1.20169119 0.76201332 0.73321518 0.82395915 1.08394757
 0.90313867 0.79578646 0.81361879 0.65424093 0.5825959  0.5842547
 0.63371435 0.80564558 0.74459738 0.76129091 0.74595755]",2.502646454521564,4.467555838540851,1.7874787136023529,0.9324253815814824,0.7142354088300774
sub-01,21,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[17.44667914  6.03277745  1.75578628  0.83118116  0.53023185  0.4390253
  0.28842533  0.24036188  0.15858849  0.14744412  0.152129    0.14834153
  0.11815259  0.12999372  0.12925113  0.10499201  0.07363516  0.07461761
  0.07348587  0.06563685  0.06334114  0.07220623  0.07282992]","[31.15796135  1.75998052  0.67528557  0.4182898   0.31381316  0.2590998
  0.2259621   0.20392101  0.18827542  0.17662774  0.16763585  0.16049329
  0.15468781  0.14987912  0.14583268  0.14238175  0.1394047   0.13681073
  0.13453075  0.13251127  0.13071025  0.12909422  0.12763617]","[0.5599429  3.4277524  2.60006485 1.98709403 1.68964183 1.69442548
 1.27643234 1.17870088 0.8423218  0.83477325 0.90749679 0.92428491
 0.76381318 0.86732375 0.88629745 0.73739796 0.52821145 0.54540763
 0.54623851 0.49533034 0.48459197 0.55932973 0.5706057 ]",1.9938476468378745,2.6000648477528494,1.692033653945654,0.9423827052275221,0.8486273545669952
sub-01,22,"[ 1.953125  3.90625   5.859375  7.8125    9.765625 11.71875  13.671875
 15.625    17.578125 19.53125  21.484375 23.4375   25.390625 27.34375
 29.296875 31.25     33.203125 35.15625  37.109375 39.0625   41.015625
 42.96875  44.921875]","[11.16554901  5.01336631  1.4414088   0.80302409  0.59978855  0.47763955
  0.29900963  0.2795832   0.2153189   0.19120903  0.17240665  0.16120755
  0.15898075  0.13284541  0.10687877  0.08827076  0.07817381  0.07750212
  0.07459007  0.05617995  0.06240262  0.06819581  0.06983174]","[19.79276825  1.53298501  0.65345401  0.42663216  0.33033663  0.27854294
  0.24659762  0.2250668   0.20962892  0.1980446   0.18904429  0.18185729
  0.17598981  0.17111145  0.16699306  0.16347086  0.16042479  0.15776484
  0.1554223   0.15334377  0.15148716  0.14981884  0.14831164]","[0.56412266 3.27032965 2.20583052 1.88223993 1.81568892 1.71477888
 1.21254062 1.2422232  1.0271431  0.96548469 0.91199079 0.88645087
 0.90335203 0.77636774 0.64001923 0.53997857 0.4872926  0.49125091
 0.47991872 0.36636607 0.41193338 0.45518848 0.4708446 ]",1.9172261520123515,2.205830519325124,1.765233902219362,0.9517302518298494,0.9207228371919213
